timestamp,gpu_0_power_w,total_power_w
1769561942.7931337,199.628,199.628
1769561943.3082893,201.48,201.48
1769561943.8184605,203.668,203.668
1769561944.3446302,199.904,199.904
1769561944.8650053,201.22,201.22
1769561945.3799248,201.355,201.355
1769561945.8883688,198.972,198.972
1769561946.4041357,204.104,204.104
1769561946.9150379,204.298,204.298
1769561947.4618878,195.504,195.504
1769561947.966698,193.808,193.808
1769561948.5092936,198.286,198.286
1769561949.0365934,196.183,196.183
1769561949.5520484,198.744,198.744
1769561950.0546262,199.169,199.169
1769561950.5777023,200.059,200.059
1769561951.0980837,201.662,201.662
1769561951.607528,199.476,199.476
1769561952.1157517,199.03,199.03
1769561952.64544,199.754,199.754
1769561953.1600518,199.043,199.043
1769561953.6870167,203.403,203.403
1769561954.2246628,201.57,201.57
1769561954.7681258,191.031,191.031
1769561955.3160415,185.991,185.991
1769561955.8687341,188.826,188.826
1769561956.3911905,195.944,195.944
1769561956.92418,195.708,195.708
1769561957.4346914,192.78,192.78
1769561957.9540756,195.473,195.473
1769561958.4912589,195.884,195.884
1769561959.026555,196.897,196.897
1769561959.5619912,198.729,198.729
1769561960.0887399,198.689,198.689
1769561960.5894706,198.883,198.883
1769561961.1113641,198.248,198.248
1769561961.648656,197.361,197.361
1769561962.1802626,198.945,198.945
1769561962.6989052,190.472,190.472
1769561963.1996348,191.525,191.525
1769561963.7173579,195.833,195.833
1769561964.218496,196.782,196.782
1769561964.7480674,195.944,195.944
1769561965.275618,194.627,194.627
1769561965.809568,201.022,201.022
1769561966.3397548,198.777,198.777
1769561966.887467,196.904,196.904
1769561967.4154732,199.347,199.347
1769561967.945929,197.556,197.556
1769561968.4777877,201.946,201.946
1769561969.1537046,189.65,189.65
1769561969.6557436,183.902,183.902
1769561970.256843,191.621,191.621
1769561970.780696,195.662,195.662
1769561971.3053935,196.112,196.112
1769561971.836318,195.37,195.37
1769561972.3623004,194.476,194.476
1769561972.895493,197.176,197.176
1769561973.3957214,195.051,195.051
1769561973.9419384,203.25,203.25
1769561974.4720497,198.426,198.426
1769561975.021639,197.65,197.65
1769561975.5603485,196.449,196.449
1769561976.0826735,196.695,196.695
1769561976.6233523,199.549,199.549
1769561977.129215,194.201,194.201
1769561977.6755514,191.679,191.679
1769561978.2224448,201.215,201.215
1769561978.742321,203.136,203.136
1769561979.2878056,190.152,190.152
1769561979.8178403,190.559,190.559
1769561980.3616168,191.685,191.685
1769561980.862213,194.95,194.95
1769561981.3962932,195.25,195.25
1769561981.9268758,196.771,196.771
1769561982.458307,196.098,196.098
1769561983.003136,195.169,195.169
1769561983.536906,193.475,193.475
1769561984.0396452,190.428,190.428
1769561984.5723174,189.725,189.725
1769561985.10833,194.887,194.887
1769561985.6089826,196.442,196.442
1769561986.1334555,191.802,191.802
1769561986.677718,196.66,196.66
1769561987.2136078,194.996,194.996
1769561987.7616293,196.66,196.66
1769561988.2641163,191.923,191.923
1769561988.837147,198.135,198.135
1769561989.3561249,201.065,201.065
1769561989.8940828,198.722,198.722
1769561990.4211252,196.193,196.193
1769561990.9397516,199.335,199.335
1769561991.4892845,198.753,198.753
1769561992.0447767,200.215,200.215
1769561992.571822,196.877,196.877
1769561993.1003904,196.758,196.758
1769561993.6436357,200.046,200.046
1769561994.169936,198.226,198.226
1769561994.7124994,200.104,200.104
1769561995.2403824,200.734,200.734
1769561995.7683454,196.542,196.542
1769561996.2697582,196.778,196.778
1769561996.8629694,190.561,190.561
1769561997.3888218,196.584,196.584
1769561997.9161227,196.611,196.611
1769561998.4513154,198.689,198.689
1769561998.9848082,196.067,196.067
1769561999.4876602,189.183,189.183
1769562000.0319712,192.262,192.262
1769562000.5595148,193.165,193.165
1769562001.0846531,193.889,193.889
1769562001.61632,196.041,196.041
1769562002.1164665,191.09,191.09
1769562002.6541908,181.841,181.841
1769562003.1819448,186.827,186.827
1769562003.7204263,194.539,194.539
1769562004.2456703,197.559,197.559
1769562004.7466412,196.219,196.219
1769562005.247791,200.258,200.258
1769562005.794015,199.672,199.672
1769562006.3192322,197.253,197.253
1769562006.8531203,199.006,199.006
1769562007.3971424,194.64,194.64
1769562007.9236908,195.548,195.548
1769562008.4263191,202.538,202.538
1769562008.927676,196.124,196.124
1769562009.433971,194.0,194.0
1769562009.96209,200.032,200.032
1769562010.4912405,195.505,195.505
1769562011.004711,197.444,197.444
1769562011.5424435,200.95,200.95
1769562012.0801873,196.951,196.951
1769562012.5934265,194.792,194.792
1769562013.1044226,198.131,198.131
1769562013.6520123,198.369,198.369
1769562014.165743,197.713,197.713
1769562014.6686907,196.499,196.499
1769562015.1755106,195.888,195.888
1769562015.7189775,196.326,196.326
1769562016.228685,199.11,199.11
1769562016.747158,202.214,202.214
1769562017.261645,200.906,200.906
1769562017.7988236,198.669,198.669
1769562018.3212821,197.108,197.108
1769562018.8302991,201.7,201.7
1769562019.3323402,200.152,200.152
1769562019.8462758,201.275,201.275
1769562020.3565764,199.755,199.755
1769562020.870901,199.161,199.161
1769562021.3852954,200.315,200.315
1769562021.9278731,197.469,197.469
1769562022.442538,196.781,196.781
1769562022.9471936,200.59,200.59
1769562023.4544847,204.173,204.173
1769562023.9572275,194.813,194.813
1769562024.4671504,192.946,192.946
1769562024.9799933,200.472,200.472
1769562025.4954407,199.389,199.389
1769562025.998671,193.791,193.791
1769562026.5403159,199.37,199.37
1769562027.0416355,196.088,196.088
1769562027.5490425,193.188,193.188
1769562028.0516193,197.565,197.565
1769562028.5932038,202.438,202.438
1769562029.0937414,193.663,193.663
1769562029.61914,194.046,194.046
1769562030.119861,196.705,196.705
1769562030.6536624,197.072,197.072
1769562031.1875553,192.788,192.788
1769562031.7182705,197.466,197.466
1769562032.2247195,196.858,196.858
1769562032.7542765,195.829,195.829
1769562033.2550073,177.264,177.264
1769562033.7552214,147.033,147.033
1769562034.2553864,132.973,132.973
1769562034.7590022,132.779,132.779
1769562035.2591813,132.63,132.63
1769562035.7594273,132.599,132.599
1769562036.2597218,132.581,132.581
1769562037.6345422,132.139,132.139
1769562038.134749,132.155,132.155
1769562038.6349072,195.613,195.613
1769562039.1350758,234.692,234.692
1769562039.6352482,290.486,290.486
1769562040.2737763,293.155,293.155
1769562040.773951,280.506,280.506
1769562041.2741294,310.771,310.771
1769562041.7743092,347.778,347.778
1769562042.2747092,322.148,322.148
1769562043.005358,289.117,289.117
1769562043.5106454,285.823,285.823
1769562044.0108502,280.383,280.383
1769562044.5110226,283.657,283.657
1769562045.011195,302.47,302.47
1769562045.655749,318.125,318.125
1769562046.1563594,287.994,287.994
1769562046.6565466,322.094,322.094
1769562047.310214,292.676,292.676
1769562047.8109658,294.796,294.796
1769562048.3111584,336.283,336.283
1769562048.8113353,368.433,368.433
1769562049.311526,273.992,273.992
1769562049.8116996,281.328,281.328
1769562050.477255,311.57,311.57
1769562050.9783828,275.768,275.768
1769562051.478618,299.761,299.761
1769562052.1564415,293.944,293.944
1769562052.6573453,284.288,284.288
1769562053.1575925,317.977,317.977
1769562053.817887,286.627,286.627
1769562054.3361902,302.592,302.592
1769562054.8364096,338.48,338.48
1769562055.4650512,313.858,313.858
1769562055.9735548,305.139,305.139
1769562056.4777682,302.328,302.328
1769562056.9779909,300.31,300.31
1769562057.6430361,295.838,295.838
1769562058.1432047,290.702,290.702
1769562058.643365,323.067,323.067
1769562059.1435251,284.71,284.71
1769562059.6439586,268.438,268.438
1769562060.1441169,335.635,335.635
1769562060.7587314,291.917,291.917
