timestamp,gpu_0_power_w,total_power_w
1769378493.0484247,416.118,416.118
1769378493.5793128,403.069,403.069
1769378494.0794291,405.641,405.641
1769378494.5979512,418.237,418.237
1769378495.0980635,419.122,419.122
1769378495.6080081,419.094,419.094
1769378496.108135,415.97,415.97
1769378496.6418123,419.276,419.276
1769378497.1420057,423.914,423.914
1769378497.6421413,418.552,418.552
1769378498.1820235,425.634,425.634
1769378498.682599,419.137,419.137
1769378499.2020686,424.315,424.315
1769378499.7511783,444.285,444.285
1769378500.2517252,420.324,420.324
1769378500.7542577,434.485,434.485
1769378501.2588043,428.66,428.66
1769378501.7614112,426.329,426.329
1769378502.2615895,428.53,428.53
1769378502.7903297,377.633,377.633
1769378503.2909806,371.13,371.13
1769378503.7939246,416.129,416.129
1769378504.294253,414.884,414.884
1769378504.7944133,404.743,404.743
1769378505.299072,420.94,420.94
1769378505.7998745,420.54,420.54
1769378506.316209,410.231,410.231
1769378506.8170521,422.829,422.829
1769378507.3567958,407.453,407.453
1769378507.8575027,344.522,344.522
1769378508.3576512,454.802,454.802
1769378508.8578727,647.581,647.581
1769378509.3580396,539.141,539.141
1769378509.8583565,515.566,515.566
1769378510.3585014,677.876,677.876
1769378510.8586414,519.023,519.023
1769378511.3588107,519.28,519.28
1769378512.111653,573.6,573.6
1769378512.6119273,526.014,526.014
1769378513.1121333,656.585,656.585
1769378513.6164699,549.495,549.495
1769378514.1166837,522.52,522.52
1769378514.6168263,664.292,664.292
1769378515.1169882,530.563,530.563
1769378515.6172116,529.065,529.065
1769378516.1174388,693.32,693.32
1769378516.6175826,518.06,518.06
1769378517.117776,530.364,530.364
1769378517.6179104,697.679,697.679
1769378518.1180668,514.066,514.066
1769378518.6183207,530.985,530.985
1769378519.1184719,700.263,700.263
1769378519.6186469,510.876,510.876
1769378520.1188068,516.021,516.021
1769378520.6189618,692.92,692.92
1769378521.1191351,492.551,492.551
1769378521.6193569,510.584,510.584
1769378522.1195295,703.928,703.928
1769378522.619734,542.439,542.439
1769378523.1198866,543.441,543.441
1769378523.7991452,613.106,613.106
1769378524.299387,515.848,515.848
1769378524.799598,601.654,601.654
1769378525.2997656,634.777,634.777
1769378525.9101572,413.283,413.283
1769378526.410813,447.665,447.665
1769378526.9110258,594.595,594.595
1769378527.4111698,590.802,590.802
1769378527.911396,529.502,529.502
1769378528.4115996,663.121,663.121
1769378528.911808,518.023,518.023
1769378529.4121146,521.4,521.4
1769378529.912338,704.375,704.375
1769378530.4124887,525.01,525.01
1769378530.912688,536.962,536.962
1769378531.412833,703.09,703.09
1769378531.9129767,508.287,508.287
1769378532.4131474,530.787,530.787
1769378532.9133117,703.491,703.491
1769378533.4135194,516.32,516.32
1769378533.913676,520.7,520.7
1769378534.6490564,599.421,599.421
1769378535.150505,520.726,520.726
1769378535.65087,630.902,630.902
1769378536.1510112,559.838,559.838
1769378536.6511939,534.564,534.564
1769378537.1522443,665.172,665.172
